Image_ID,Questions,Answers
238,মহিলা কি বেঞ্চে বসে আছে?,না
239,হলুদ বিড়ালটি কি ইঁদুরকে তাড়া করছে?,হ্যাঁ
239,ছেলেটি হাসছে কেন?,হ্যাঁ
239,কেউ কি বাইক চালাচ্ছে?,না
240,পাটিটি কি রঙের?,লাল
240,সে কি না উঠে জানালা খুলতে পারে?,হ্যাঁ
241,এটি কোন ধরনের গাছ?,আপেল
241,লোকটি কি ভীত দেখাচ্ছে?,হ্যাঁ
242,এটা কি মেঘলা দিন?,না
242,কুকুরটি কি বেঞ্চে আছে?,হ্যাঁ
243,চাঁদ কি পূর্ণ?,না
244,মহিলা কি আরামদায়ক দেখাচ্ছে?,হ্যাঁ
245,এটা কি ধরনের বল?,সকার
245,শিশু কি ঘুমিয়ে আছে?,না
246,এই ঘরে কয়টি জানালা আছে?,দুই
246,"কোন ব্যক্তি যদি কোট পরে রুমে আসেন, তাহলে কি তাদের এটি রাখার জায়গা থাকবে?",হ্যাঁ
247,মহিলা কি ফুটবল নিক্ষেপ করেছিল?,হ্যাঁ
247,লোকটি কি আগুনে জ্বলছে?,না
248,মহিলা কি একাই বারবিকিউ করছেন?,হ্যাঁ
248,ভদ্রমহিলা কি তার পা অতিক্রম করে বসে আছেন?,হ্যাঁ
249,পুকুরের রং কি?,নীল
250,মহিলাটি কোথায়?,পালঙ্ক
251,বালতিতে কি বালি আছে?,না
251,এটা কি রোদ আছে?,হ্যাঁ
252,গাছপালা কি জানালার সামনে বেশি রোদ পাবে?,হ্যাঁ
252,পুতুলটি কি ছেলে না মেয়ের প্রতিনিধিত্ব করে?,মেয়ে
252,গাছপালা কি পুতুলের কাছাকাছি?,না
253,মহিলা কি বাচ্চাকে ভাল্লুক দিচ্ছে?,হ্যাঁ
254,শীর্ষের কানে খরগোশটি কি রঙের?,সাদা
254,আকাশে যত মেঘ আছে তত কি খরগোশ আছে?,হ্যাঁ
254,আপনি কি আকাশে একটি বিমান দেখতে পাচ্ছেন?,না
255,র্যাকে কি কোট আছে?,না
255,পর্দার রঙ কি?,সাদা
256,এটা কি পার্ক?,হ্যাঁ
256,পার্ক কি খালি?,না
257,টেবিলে পিজ্জার কত টুকরো?,চার
257,কত ওয়াইন গ্লাস আছে?,দুই
257,বাম দিকের ছেলেটি কি স্বাভাবিক স্বর্ণকেশী?,হ্যাঁ
258,কোন প্রাণী আছে?,না
259,কতজন মানুষ প্রাণীটিকে পোষাচ্ছে?,দুই
259,বিড়ালের রং কি?,সাদা
259,একটি জানালা কি অন্যটির চেয়ে বেশি?,হ্যাঁ
260,কত মেঘ আছে?,তিন
261,তারা কি ডেটে আছে?,হ্যাঁ
261,খাবার প্রস্তুত?,না
262,পুকুরের ডানদিকে কয়টি গাছ আছে?,দুই
262,কোন প্রাণী জীবনের চেয়ে অনেক বড়?,কাঠবিড়াল
263,ছেলেটি কি খেলনা খাওয়াতে পারে?,না
264,এই বিড়ালের রং কি?,হলুদ
264,বিড়াল এবং কুকুর কি মজা করছে?,হ্যাঁ
265,ছেলেটি কি স্লাইড থেকে নেমে এসেছে?,হ্যাঁ
265,গাছ আছে?,না
265,ফুটপাথ কোথায়?,ঠিক
266,শিশুটি কি বসে আছে?,মল
266,শিশুটি কি মলের উপর বসে আছে?,হ্যাঁ
266,ভর্তি প্রাণীর রঙ কি?,নীল
267,টেবিলে কয়টি ওয়াইন গ্লাস আছে?,দুই
267,মহিলা কি কারো জন্য অপেক্ষা করছে?,হ্যাঁ
267,চশমায় কি আছে?,মদ
268,এই লোকটির কি তিনটি পা আছে?,হ্যাঁ
268,কতটি জানালা আছে?,তিন
269,মহিলা কি জানালা দিয়ে বাইরে তাকিয়ে আছে?,না
269,দরজা কি খোলা?,না
269,বিড়াল কি ঘুমিয়ে আছে?,হ্যাঁ
270,ছবিটি কি ম্যান্টেলের উপর পুরোপুরি কেন্দ্রীভূত?,না
270,ম্যান্টলের রঙ কি?,সাদা
271,গাছটির রঙ কি?,সবুজ
271,লোকটি কি রাগান্বিত দেখাচ্ছে?,হ্যাঁ
271,কুকুর কি কিছু খাবার চায়?,হ্যাঁ
272,এই বসার ঘরে কয়টি জানালা আছে?,তিন
272,রুমটা কি বড়?,হ্যাঁ
272,পাটিটি কি রঙের?,লাল
274,মহিলা কি এখন খুশি?,হ্যাঁ
274,মহিলার কি কোঁকড়ানো চুল আছে?,হ্যাঁ
275,কতজন মহিলা আছে?,দুই
275,কোন হাত দিয়ে তারা চশমা ধরে আছে?,ঠিক
276,ঝোপের উপর দিয়ে কি উড়ছে?,পাখি
276,লোক এবং মেয়েটির মধ্যে কি আছে?,বাইক
276,কুকুরটি কি এই লোকদের অন্তর্গত?,হ্যাঁ
277,মহিলার মাথার মোড়কের রঙ কি?,ধূসর
277,একটি বিড়াল আছে?,হ্যাঁ
278,কোন ব্যক্তি ভিন্ন দিকে আছে?,মহিলা
279,ঘাসের রং কি?,সবুজ
280,ছবিতে কয়টি গাছ আছে?,দুই
281,ছেলেটি কি ইঁদুরকে ভয় পায়?,হ্যাঁ
281,কয়টি জানালা?,দুই
282,পুরুষের কি নারীদের মতো ভালো সময় কাটছে?,না
282,মেয়েটি কোথায় খেলছে?,মেঝে
283,শিশু কি দাঁড়িয়ে আছে?,না
283,জানালাগুলো কি আঁকা হয়েছে?,হ্যাঁ
284,এখানে কি পোষা প্রাণী আছে?,হ্যাঁ
284,সামনের দরজায় কয়টি প্যানেল আছে?,চার
284,পালঙ্কের রং কি?,লাল
285,পর্দার রং কি?,বাদামী
285,ছেলেটি কি ঘুমের জন্য বালিশ ব্যবহার করতে চলেছে?,না
286,দেয়ালে কয়টি পেইন্টিং আছে?,এক
287,বালির রং কি?,বাদামী
287,ছবিতে কি খুব বেশি লাল আছে?,না
288,সোফায় কি কুকুর আছে?,না
288,মহিলাকে কি দু: খিত মনে হচ্ছে?,না
289,পালঙ্কের রং কি?,লাল
289,বিড়ালটি কোথায়?,মেঝে
289,মহিলা কি কাঁদছে?,না
290,খাবারের উপর ভিত্তি করে এই মহিলা কি ডায়েটে আছেন?,না
291,এটা কি পিকনিকের জন্য ভালো দিন?,হ্যাঁ
292,বিড়ালের বিষয়বস্তু কি?,হ্যাঁ
292,পর্দায় কি ফুলের প্যাটার্ন আছে?,হ্যাঁ
293,সে কি রোবটের মতো কাজ করছে?,হ্যাঁ
293,পালঙ্কের রং কি?,বাদামী
293,খেলনাটা কোথায়?,পাটি
294,গ্রিল কি কাজ করছে?,হ্যাঁ
295,ভদ্রমহিলা কিসের দিকে হাত নাড়ছেন?,মানুষ
295,উদ্ভিদটি কোথায়?,মেঝে
295,সে কি সোফায় খাচ্ছে?,হ্যাঁ
296,পর্দার রং কি?,সাদা
296,কত বালিশ?,দুই
297,মহিলা কি একা থাকতে খুশি?,হ্যাঁ
297,এটা কি ভিতরে ঠান্ডা?,হ্যাঁ
297,অগ্নিকুণ্ডে আগুন আছে?,হ্যাঁ
298,মহিলার পাশে কয়টি বাইক পার্ক করা আছে?,দুই
298,তারা কি হলুদ বাইক চালাচ্ছে?,হ্যাঁ
298,তারা কি নিরাপদ?,না
299,এই ছেলেরা কি যমজ?,হ্যাঁ
299,কুকুরের রং কি?,বাদামী
299,কুকুর কি দৌড়াচ্ছে?,হ্যাঁ
300,গাছের পাতা কি মাটিতে?,না
300,সে কি বসে আছে?,বানর বার
301,কত মেঘ?,এক
303,পুকুরে কয়টি হাঁস আছে?,এক
304,কতটি ভিন্ন প্রাণী?,তিন
304,জলের রং কি?,নীল
304,এই লোকটির কি পুরো চুল আছে?,না
306,তারা কি বাইরে?,হ্যাঁ
306,আপনি কি অনুভব করেন যে ভালোবাসা বাতাসে আছে?,হ্যাঁ
307,কতটি পাখি উপস্থিত?,পাঁচ
307,লোকটি কি পাখিদের অনুসরণ করছে?,না
308,কে গাছে উঠছে?,কুকুর
308,লোকটি কি দৌড়াচ্ছে?,হ্যাঁ
308,লোকের শার্টের রং কি?,ধূসর
309,দুটি পুতুল কি একই রঙের পোশাক পরেছে?,না
309,তার কাছে কয়টি খেলনা আছে?,দুই
309,কতজন মানুষ?,এক
310,মলে কি ঘুমাচ্ছে?,বিড়াল
311,বাচ্চারা কি সেই ছোট্ট মেয়েটিকে আঘাত করতে চলেছে?,হ্যাঁ
311,মেঘ কি সূর্যকে ঢেকে রেখেছে?,হ্যাঁ
312,বসা মহিলা কি ধরে আছেন?,বই
312,সোফায় থাকা লোকটি কী ধরে আছে?,বই
312,মহিলা কি টিভিতে যা আছে তার নোট নিচ্ছেন?,হ্যাঁ
313,লোকটি কি ভদ্রলোক?,হ্যাঁ
313,কয়টি প্লেট আছে?,দুই
313,দেয়ালে কি ছবি টাঙানো আছে?,হ্যাঁ
315,তারা কি মদ খাচ্ছে?,হ্যাঁ
315,দম্পতি কি উদযাপন করছে?,হ্যাঁ
316,বাম দিকের বৃদ্ধা কি যুবকের সাথে নাচছেন?,হ্যাঁ
316,দুজন কি বিবাহিত?,না
316,পর্দাগুলো কি একই আকারের?,না
317,চেয়ারগুলো কি একই?,না
317,পর্দার রং কি?,সাদা
317,টেবিলে কি আছে?,উদ্ভিদ
318,টেডি বিয়ার কার?,মেয়ে
318,মহিলা কি বসে আছে?,না
318,ভাল্লুকের রং কি?,নীল
319,কে সোফায় বসে আছে?,কুকুর
319,ছোট ছেলেটি কি তার খেলনা নিয়ে খেলছে?,না
320,বেগুনি ছবি কি?,মহিলা
320,সোফার বাম পাশের লোকটি কি করছে?,বসা
320,এই ভদ্রলোকের কোলে কি ল্যাপটপ আছে?,না
321,ডান হাতের মানুষটির গোলাপের রঙ কি?,লাল
321,লোকেরা কি রোমান্টিকভাবে জড়িত?,হ্যাঁ
322,কত মেঘ?,দুই
323,কত মদের বোতল আছে?,চার
323,রুম কি পরিষ্কার?,না
324,হলের গাছটি কোথায়?,ঠিক
325,শিশুটি কম্বলে কি করছে?,বসা
325,এখানে কি গাছ আছে?,না
326,পোষা প্রাণীর বিছানায় কে আছে?,কুকুর
326,দেয়ালে কয়টি ছবি আছে?,দুই
327,কতটি মাশরুম?,তিন
328,সে কি তার দিকে চিৎকার করছে?,না
329,সাদা বিড়ালটি কি যুবকের উপর ঝাঁপিয়ে পড়ছে?,হ্যাঁ
330,তারা কি মদ খাচ্ছে?,হ্যাঁ
330,সূর্য বের হয়েছে?,না
331,টেবিলে কত ধরনের খাবার আছে?,দুই
331,চেয়ারগুলোর রং কি?,নীল
332,মহিলা কি শুয়ে আছেন?,হ্যাঁ
332,বুড়ি কি মারা যাচ্ছে?,না
333,এটা কি ধরনের বল?,সকার
333,সে কোন খেলা খেলছে?,সকার
334,মোপেডগুলোর রং কি?,লাল
334,গ্রিল ম্যান কি ভালো মেজাজে আছে?,হ্যাঁ
335,চেয়ারে কে আছে?,মহিলা
335,পর্দা কি সমস্ত জানালা ঢেকে দিতে পারে?,হ্যাঁ
335,মহিলা বা বিড়াল কি বেশি আরামদায়ক দেখায়?,বিড়াল
336,বইগুলো কি শেলফে আছে?,না
336,কুকুরের রং কি?,হলুদ
337,লোকটি কি লাল পোশাক পরেছে?,হ্যাঁ
337,পালঙ্ক এবং ব্যক্তির প্যান্ট কি একই রঙের?,হ্যাঁ
337,লোকটি কি কুকুরটিকে ডেকেছিল?,হ্যাঁ
338,বৃদ্ধের চুলের রং কি?,ধূসর
338,রুমে কি গাছ আছে?,হ্যাঁ
339,দুটি ছবি কি একই?,হ্যাঁ
341,শিশু কি খেলনায় যেতে চলেছে?,হ্যাঁ
341,গাছের পাতা আছে?,না
342,এটা কি ভলিবল?,না
342,হরিণ কি ফুটবল খেলতে পারে?,না
343,মহিলা কি বালিশ মজুত করছেন?,হ্যাঁ
343,5 জন লোক কি আরামে সোফায় বসতে পারে?,না
344,সে কি বিভ্রান্ত দেখাচ্ছে?,হ্যাঁ
344,ধূসর বিড়ালছানা কি গাছটিকে ছিটকে দিয়েছে?,না
345,প্রাণীরা কি অসুস্থ?,না
345,কতজন লোক আছে?,তিন
345,কতটি জানালা আছে?,দুই
346,কে বসে আছে?,ছেলে
346,কতটি বেঞ্চ?,দুই
346,সে কি বসে আছে?,বেঞ্চ
347,কয়টি চেয়ার?,দুই
347,রুমটি কি নীল?,না
348,দেয়ালে কয়টি ছবি?,তিন
348,দেয়ালের কয়টি ছবি একই?,দুই
348,তারা কি ঘুমাচ্ছে?,না
349,এই দৃশ্যে কি অনেক সবুজ আছে?,হ্যাঁ
349,মেয়েটি কি খুশি?,হ্যাঁ
349,আপনি কি সূর্য দেখতে পাচ্ছেন?,হ্যাঁ
350,কতটি হাঁস আছে?,চার
351,জলের রং কি?,নীল
351,গাছে কয়টি আপেল আছে?,তিন
353,বিড়াল কি চিপমাঙ্ককে তাড়া করছে?,হ্যাঁ
353,মহিলা কি বিড়ালকে তাড়া করছে?,হ্যাঁ
354,ছেলেটি কি আইনত মদ পান করার মতো বয়সী?,না
355,তারা কোন খেলা খেলছে?,সকার
355,মাটিতে কি আছে?,লগ
355,এটা কি বসন্তকাল?,না
356,কিছু কি পনির খাওয়া হয়েছে?,হ্যাঁ
356,চেয়ারগুলোর রং কি?,নীল
356,সে কি সহজেই কাচের কাছে পৌঁছাতে পারে?,না
357,ছেলেটি কি বানরের দণ্ডের উপরে বসে আছে?,হ্যাঁ
357,সাইকেলের রঙ কি?,কমলা
358,সে কি কুকুরের সাথে খেলছে?,হ্যাঁ
358,মেয়েটি কি বসে আছে?,কম্বল
359,ফুটপাথ কি অসমাপ্ত?,হ্যাঁ
359,গাছের কাণ্ডের রং কি?,বাদামী
359,ঘাসে কি ধরনের বল আছে?,সকার
360,কতজন লোক আছে?,তিন
360,ছেলেটি বালতি নিয়ে কি করছে?,বাজানো
360,সবাই কি একই শার্ট পরে?,না
361,পুকুর এবং গাছের মাঝখানে কি আছে?,বেঞ্চ
362,এই ঘরে কি কোন লোক আছে?,না
362,ছবিতে কয়টি জানালা আছে?,এক
362,ওই উদ্ভিদ কি জীবিত?,হ্যাঁ
363,এই দুটি মানুষ কি এই চেয়ারে ঠিকমতো বসে আছে?,না
363,এই মানুষগুলো কি সম্পর্কিত?,হ্যাঁ
364,ছোট ছেলেটি কি স্কেটবোর্ড ধরে আছে?,হ্যাঁ
365,কত শিশু খারাপ ব্যবহার করছে?,দুই
365,বাচ্চারা কি প্রাপ্তবয়স্কদের দ্বারা চিৎকার করতে চলেছে?,হ্যাঁ
365,এই বাচ্চারা কি উত্তেজিত?,হ্যাঁ
366,প্লেট কি পড়ে যাচ্ছে?,হ্যাঁ
367,লোকটি কি মেয়েটিকে শেখাচ্ছে কিভাবে সাইকেল চালাতে হয়?,হ্যাঁ
367,লোকটি কি মেয়েটির দাদা?,হ্যাঁ
368,কাপড়ের উপর কয়টি প্লেট আছে?,দুই
369,মহিলা কি করছে?,বসা
369,মহিলা কোন দিকে মুখ করছে?,ঠিক
369,পাটিটি কি রঙের?,লাল
370,ছবির বিড়ালটি কি মেয়েটিকে আক্রমণ করছে?,না
370,মেয়েটি কি একজন প্রাপ্তবয়স্কের সাথে ঘরে আছে?,না
370,টিভি চালু আছে?,না
371,দেয়ালে ঝুলানো ছবিতে কি একজন মহিলা আছে?,হ্যাঁ
371,ছবিতে কয়টি চেয়ার আছে?,দুই
373,পাটিটির উপর হালকা রঙের প্রাণীটি কী?,বিড়াল
374,চেয়ারে ঘুমাচ্ছে কি?,বিড়াল
374,সোফার রঙ কি?,বাদামী
374,কুকুরের কি বিছানা আছে?,হ্যাঁ
375,একটি প্রজাপতি আছে?,হ্যাঁ
376,লনে কি ধরনের বল আছে?,সকার
377,ছেলেটি কোন ধরনের প্রাণীর সাথে খেলছে?,কুকুর
377,চেয়ারের পিছনে কি আছে?,উদ্ভিদ
378,লোকের শার্টের রং কি?,লাল
379,দেয়ালে কয়টি ছবি আছে?,তিন
379,দরজাটির রং কি?,বাদামী
380,বাইকটি কিসের দিকে ঝুঁকে আছে?,গাছ
380,ছেলেটি কি ধরে আছে?,বানর বার
381,মেঝেতে সুতার বল কেন?,বিড়াল
381,সুতার রং কি?,লাল
382,বাইকের রঙ কি?,কমলা
382,সাইকেলের পিছনে কি আছে?,বানর বার
383,ছেলেটি মাঠে এলো কিভাবে?,বাইক
383,এটা কি আংশিক মেঘলা?,হ্যাঁ
385,কে বসে আছে?,মহিলা
385,ঘরে কি সূর্যের আলো আছে?,হ্যাঁ
385,দরজাটি কি স্বাভাবিক দেখাচ্ছে?,না
386,কতটি প্রাণী আছে?,এক
386,রুমে কয়টি বালিশ?,চার
387,লোকটি কি ঠিক আছে?,না
387,লোকের কি জ্বর আছে?,হ্যাঁ
387,মহিলার প্যান্টের রং কি?,লাল
388,ধূসর শার্ট পরা মেয়েটির স্লাইডটি কোন রঙের?,লাল
388,কালো রঙের মেয়েটি কি অন্য মেয়েটিকে স্লাইড থেকে ঠেলে দিয়েছে?,না
388,একটি গাছ আছে?,হ্যাঁ
389,ছেলেটি কি ধরে আছে?,বাইক
389,ছেলেটা চলে গেলে কি সাইকেল পড়ে যাবে?,হ্যাঁ
390,মেয়েদের পোশাক কি রঙের?,কালো
390,মাটির রং কি?,সবুজ
391,আকাশে কি মেঘ আছে?,না
391,পুকুরে কি মাছ আছে?,না
392,মহিলা কি একজনের চা পার্টি করছে?,না
393,বাসার ডিমগুলো কি রঙের?,নীল
393,শিশু কি স্লাইড থেকে নিচে যাচ্ছে?,হ্যাঁ
394,মেয়েটি কি দড়ি লাফ দিচ্ছে?,হ্যাঁ
394,এই ছবিতে কি অনেক শিশু আছে?,না
394,আবহাওয়া কেমন?,রৌদ্রোজ্জ্বল
395,মাটির রং কি?,সবুজ
395,এই ছবিতে কি পাখি আছে?,না
396,রুমে কি লোকজন আছে?,হ্যাঁ
396,আর্মচেয়ার এবং সোফা কি মিলে যায়?,হ্যাঁ
397,বেঞ্চে কেউ আছেন?,না
397,বেঞ্চ কোথায়?,ঘাস
398,পুতুলটা কোথায়?,টেবিল
398,কুকুরটি কি হাড় বহন করছে?,হ্যাঁ
398,টেবিলের রঙ কি?,বাদামী
399,মহিলার পা কি সেখানে থাকা উচিত?,হ্যাঁ
399,কয়টি জানালা?,এক
399,মহিলাটি কোথায় পা রাখছে?,টেবিল
400,সুতা কোথায়?,মেঝে
400,মহিলা কি একা?,হ্যাঁ
401,ঘাসের রং কি?,সবুজ
401,কতজন লোক সিসাতে আছে?,দুই
401,এটা কি মেঘলা?,না
402,মহিলা কি এমন কিছু ধরে রেখেছে যাতে সে নিচে পড়ে না যায়?,না
402,নারীর চুলের রং কি?,লাল
403,এটা কি রাতের ছবি?,না
404,ছেলেটা কি মজা করছে?,হ্যাঁ
404,ছেলেটি কি স্লাইডে চড়ার জন্য বুড়ো হয়ে গেছে?,না
405,বুকশেল্ফে কি কোন বই আছে?,না
406,কতটি হাঁস?,দুই
407,মেয়েটি কোথায়?,চেয়ার
407,জানালাগুলো কি একই আকারের?,না
408,লোকের শার্টের রং কি?,লাল
408,বিড়ালছানাটি কোথায়?,মেঝে
409,এই লোকটি কি মেঝেতে স্যান্ডউইচ খেতে পারে?,না
409,কতটি ইঁদুর আছে?,দুই
410,মহিলা কি ইঁদুর দ্বারা বিরক্ত?,হ্যাঁ
410,বাম দিকের মহিলার কি উটের পায়ের আঙুল আছে?,না
410,মহিলা কি খাবার খাবে?,হ্যাঁ
411,মেয়েটি কি বেবিসিটিং করছে?,হ্যাঁ
411,কতটি বিড়াল আছে?,দুই
411,মহিলা কি পান করছে?,মদ
412,লোকটি কি একা?,হ্যাঁ
413,কত মেঘ?,তিন
414,বিড়াল কি ছেলেটিকে পছন্দ করে?,হ্যাঁ
414,ছেলেটি কি নাচছে?,হ্যাঁ
414,বসবার ঘরে কি সোফা আছে?,হ্যাঁ
415,কী ধরনের বল আছে?,সকার
415,আপনি কয়টি র্যাকুন দেখতে পাচ্ছেন?,তিন
415,গাছের কি পাতা আছে?,না
416,ছেলেটি কি তার খেলনা নিয়ে খেলছে?,হ্যাঁ
416,মেয়েটি কি ট্রেনের সাথে খেলতে চায়?,হ্যাঁ
417,বাচ্চাদের কি একই রকম খেলনা আছে?,হ্যাঁ
417,দৃশ্যটি কি শোরুমের লেআউটের প্রতিনিধিত্ব করে?,হ্যাঁ
418,ছোট ছেলেটি কিসের জন্য পৌঁছাচ্ছে?,ফুটবল
418,ছেলেটা কি তাড়া করছে?,ফুটবল
419,লম্বা গাছ কি পর্ণমোচী?,হ্যাঁ
419,লোকটি কি BBQ গরম হতে দিচ্ছে?,হ্যাঁ
419,লোকটি কি তার পানীয় দিয়ে আগুন নেভানোর চেষ্টা করছে?,না
420,ছেলেটি কি কিছু থেকে পালাচ্ছে?,হ্যাঁ
420,ছেলেটি কি রাতের খাবার রান্না করছে?,না
420,বৃষ্টি হচ্ছে?,না
421,ছোট ছেলেটি কি হরিণ দ্বারা আক্রান্ত হতে চলেছে?,না
421,তুমি কি রুডলফকে দেখছ?,না
422,বাম দিকের কুকুরটি কি রঙের?,হলুদ
422,লোকটি কি অতিথিদের জন্য অপেক্ষা করছে?,হ্যাঁ
422,টেবিলে কয়টি চেয়ার আছে?,তিন
423,জানালা কি খোলা আছে?,না
423,বিড়ালটা কি করছে?,ঘুমাচ্ছেন
424,বাইসাইকেলের রং কি?,কমলা
424,ছোট ছেলেটি কি বানর বারে আছে?,হ্যাঁ
425,কয়টি প্রাণী ঘরে আছে?,দুই
425,কত ছেলে আছে?,এক
426,পালঙ্কের রং কি?,লাল
426,হলুদ কুকুররা কি ভাইবোন?,হ্যাঁ
426,প্রত্যেক কুকুরের কি একটি হাড় আছে?,না
427,এই লোকটি কি নাচছে?,হ্যাঁ
427,সব জানালা কি দৃশ্যমান?,না
428,ছেলেটি কি বাড়ির কাজ করছে?,হ্যাঁ
429,কুকুরটি কি কৌশল করছে?,হ্যাঁ
430,অগ্নিকুণ্ডে কি কাঁচি আছে?,হ্যাঁ
432,পুতুল কি বিড়ালটিকে মেয়েটির মতো ধরে রাখতে পারে?,না
433,সার্ভিং প্লেটে কয়টি কাপ আছে?,তিন
434,আপনি কয়টি পাখি দেখছেন?,পাঁচ
434,আপনি কি সূর্য দেখতে পাচ্ছেন?,হ্যাঁ
434,ফল কোথা থেকে এসেছে?,গাছ
435,সে কি ইঁদুরকে ভয় পায়?,হ্যাঁ
435,পর্দা কি বেশিরভাগ সাদা?,হ্যাঁ
436,গ্রিল কি ব্যবহার করা হচ্ছে?,হ্যাঁ
436,কতটি ঝোপ আছে?,দুই
436,মহিলা কি হাসছে?,মানুষ
437,পুরুষদের কি একই বর্ণের?,না
437,তারা কি ধরনের খেলা খেলছে?,সকার
437,ঘাসের রং কি?,সবুজ
439,কুকুরটি কি লাফ দিচ্ছে?,হ্যাঁ
439,চেয়ারটি কোন দিকে মুখ করে আছে?,ঠিক
440,সে কোন বল নিয়ে খেলছে?,সকার
440,বলের পিছনে কে দাঁড়িয়ে আছে?,ছেলে
441,সে কি নিজে থেকে?,হ্যাঁ
441,কুকুরটি কোথায় ঘুমাচ্ছে?,পাটি
442,মহিলা কি কুকুরের সাথে খেলছে?,হ্যাঁ
442,শার্টের রং কি?,ধূসর
443,সব হাঁস কি পুকুরে?,না
443,হাঁসের মধ্যে একটি কি পানি খাচ্ছে?,হ্যাঁ
443,হাঁসের রং কি?,সাদা
444,কে বেসবল ছুড়ে দিয়েছে?,মহিলা
444,শিশু কি বেসবল খেলছে?,না
445,ছবিতে কয়টি গাছ আছে?,এক
445,ঝুড়িটা কোথায়?,কম্বল
445,এখানে কি পিকনিকের সাপ্লাই আছে?,হ্যাঁ
446,বিড়াল কি সম্ভবত সম্পর্কিত?,না
446,কতটি বিড়াল আছে?,দুই
447,লোকটি মন খারাপ কেন?,কুকুর
448,সব ফুল কি একই?,না
450,তারা কি নাচতে যাচ্ছে?,হ্যাঁ
450,তারা কি নাচবে?,হ্যাঁ
451,এই মহিলা কি নিতম্বের অংশে ভারী?,হ্যাঁ
452,লোকটিকে কি মন খারাপ দেখাচ্ছে?,হ্যাঁ
452,তাদের কি শুধু তর্ক হয়েছে?,হ্যাঁ
453,এটা কি মেঘলা দিন?,হ্যাঁ
453,এই সমস্ত লোক কি একসাথে এসেছিল?,না
454,কুকুর কি মেয়েটিকে দেখতে পারে?,না
455,টেবিলে কয়টি প্লেট আছে?,দুই
455,পুরুষরা কি ভাই?,না
455,চেয়ারগুলোর কি বাহু আছে?,না
457,আপনি কি দরজা দেখতে পাচ্ছেন?,না
457,শিশুরা কি বন্ধু?,হ্যাঁ
458,বড় এবং সবুজ কি?,গাছ
459,ছেলেটি কি চাকার সাথে খেলনা পছন্দ করে?,হ্যাঁ
459,ফুল গাছটি কোথায়?,মেঝে
460,স্লাইডের রং কি?,লাল
460,এটা কি রোদ আছে?,না
461,তার কি পোষা পাখি আছে?,না
462,আকাশের রং কি?,নীল
462,এটা কি রোদ বেরোচ্ছে?,হ্যাঁ
463,স্লাইডে কে আছে?,মেয়ে
463,ফুলগুলো কি লাল?,না
464,সে কি পান করছে?,হ্যাঁ
464,তিনি কোন রঙ ধরে রাখতে পারেন?,নীল
465,"কোনটা গাঢ়, দেয়াল না মেঝে?",মেঝে
466,গাছে কত কাঠবিড়ালি আছে?,দুই
467,ঘাসের উপর কোন পা আছে?,বাম
468,কত মেঘ আছে?,দুই
469,মহিলা কি বুননের জন্য ইয়ার্ড ব্যবহার করছেন?,না
469,এটা কি বাইরে?,না
470,শিশুর কি খেলার কিছু আছে?,না
470,তারা কি শিশু এবং মা একই লিঙ্গ?,না
471,সে কি নাচছে?,হ্যাঁ
471,পালঙ্কের রং কি?,লাল
471,কতটি ছবি আছে?,তিন
472,লোকটি কুকুরের দিকে কী ছুড়েছিল?,হাড়
472,শেল্ফে বইগুলো কি রঙের?,লাল
472,দরজা কি খোলা?,না
473,কুকুরটি কি বিশ্রাম নিচ্ছে?,হ্যাঁ
473,মহিলাটি কোথায় বসে আছে?,টেবিল
474,কয়টি চেয়ার?,দুই
475,ঘাসের রং কি?,সবুজ
475,ছোট মেয়েটি কি মহিলার সাথে খেলছে?,হ্যাঁ
476,টেবিলে কয়টি খেলনা আছে?,চার
477,সোফার রঙ কি?,লাল
477,পাটিটি কি রঙের?,লাল
477,পর্দা কি খোলা আছে?,হ্যাঁ
478,বানর বারে কে আছে?,মেয়ে
478,এটা কি সুইমিং পুল?,না
478,বাতাসে কি আছে?,পাখি
479,ঝোপের পিছনে কি একটি হরিণ আছে?,হ্যাঁ
479,যুবতী কি হট ডগ ধরে আছে?,না
480,মেয়েটি কি বইটি মহিলাকে দিচ্ছে?,না
480,দেয়ালে কয়টি ছবি আছে?,এক
481,শিশুটিকে কে দেখছে?,মানুষ
481,শিশুটি কি স্কুটারের কাছে আছে?,হ্যাঁ
482,মহিলা কি লাল বইয়ের কাছে বসে আছেন?,হ্যাঁ
482,টিভির পর্দায় কি কিছু আছে?,না
482,শিশু কি তাকে হাসছে?,হ্যাঁ
484,কোট র্যাকে কয়টি কোট আছে?,0
485,হাড়ের রং কি?,সাদা
485,বইগুলো কি রঙের?,লাল
486,লোকটি কি কুকুরকে একটি নতুন কৌশল শেখাচ্ছে?,হ্যাঁ
486,টেবিলে কোট র্যাক আছে?,না
486,পর্দা কি খোলা আছে?,হ্যাঁ
487,শিশু কি পুতুলখানার দিকে হাঁটছে?,না
487,কতটি পুতুল আছে?,0
487,কয়টি চেয়ার?,দুই
488,কত টুকরো আসবাবপত্র আছে?,তিন
488,লোকটি কি পোষাচ্ছে?,বিড়াল
489,খাবার কোথায়?,টেবিল
490,শিশুটি এত খুশি কেন?,বাজানো
490,এই মানুষগুলো কি সম্পর্কিত?,হ্যাঁ
491,মহিলা কি একা হাঁটছেন?,হ্যাঁ
